nationality,theestallion_count,theestallion_percent,jackharlow_count,jackharlow_percent,21savage_count,21savage_percent,dojacat_count,dojacat_percent,kodakblack1k_count,kodakblack1k_percent,trvisxx_count,trvisxx_percent,1gunnagunna_count,1gunnagunna_percent,wizkhalifa_count,wizkhalifa_percent,liltunechi_count,liltunechi_percent,rickross_count,rickross_percent,drake_count,drake_percent,iamcardib_count,iamcardib_percent,kanyewest_count,kanyewest_percent,kendricklamar_count,kendricklamar_percent,tylerthecreator_count,tylerthecreator_percent,jcolenc_count,jcolenc_percent,lildurk_count,lildurk_percent,1future_count,1future_percent,lilbaby4pf_count,lilbaby4pf_percent,nickiminaj_count,nickiminaj_percent,w_avg,Category Level 1,Category Level 2,Entity
Guatemala,121.0,0.6106793176541839,237,0.8102010118966224,104.0,0.46007520460075196,125.0,0.8025166923472009,73.0,0.541784176933353,179,0.6731094648967774,69.0,0.4246676514032497,67,0.4205108893491496,38.0,0.3948872492985556,31.0,0.28605702685245,134,0.4396469700449489,26.0,0.4453579993148339,117,0.46680497925311193,101,0.6546963116613727,115.0,0.8282915586286372,97.0,0.566721196541248,26.0,0.39597928723728293,34.0,0.38253825382538265,58.0,0.36457351184863906,78.0,0.49022688705926715,0.5899462215030998,Music,Rapper,Person
Barbados,138.0,0.696477238316342,179,0.6119239710105292,164.0,0.7255032072550319,57.0,0.3659476117103236,106.0,0.7867003117114443,84,0.315872598052119,109.0,0.670851797144264,76,0.4769974267244084,40.0,0.4156707887353216,71.0,0.6551628679523855,131,0.4298041274320023,18.0,0.3083247687564234,72,0.28726460261729964,86,0.5574641861671095,41.0,0.29530394698934026,101.0,0.5900911427903716,56.0,0.8528784648187633,57.0,0.6413141314131414,106.0,0.6662895216544095,90.0,0.5656464081453083,0.5813513788185841,Music,Rapper,Person
Netherlands,67.0,0.3381447461390936,146,0.4991111718856831,99.0,0.437956204379562,107.0,0.6869542886492039,38.0,0.2820246400474989,170,0.639265972248336,71.0,0.4369768586903004,51,0.3200903784598004,35.0,0.36371194014340646,28.0,0.2583740887699549,155,0.5085468683355753,27.0,0.4624871531346352,194,0.774018512607724,110,0.7130355869579307,81.0,0.5834053586862575,63.0,0.36807665342369716,20.0,0.3045994517209869,39.0,0.43879387938793885,57.0,0.3582877616443522,58.0,0.36452768524919865,0.5285979318778853,Music,Rapper,Person
Ecuador,135.0,0.6813364287877259,164,0.560645425953781,66.0,0.29197080291970795,120.0,0.7704160246533128,31.0,0.23007273267032805,182,0.6843906291129245,42.0,0.258493353028065,72,0.4518922990020712,27.0,0.2805777823963421,20.0,0.18455292054996772,160,0.5249516060238197,40.0,0.685166152792052,97,0.387009256303862,45,0.2916963764827898,86.0,0.6194180351483722,58.0,0.3388642206122926,20.0,0.3045994517209869,25.0,0.28127812781278133,48.0,0.3017160098057703,99.0,0.622211048959839,0.5245228731559068,Music,Rapper,Person
Panama,139.0,0.7015241748258807,175,0.5982496923287297,99.0,0.437956204379562,82.0,0.5264509501797637,62.0,0.4601454653406561,150,0.5640582108073554,72.0,0.4431314623338257,73,0.45816858093265556,45.0,0.4676296373272369,47.0,0.43369936329242414,167,0.5479182387873618,26.0,0.4453579993148339,83,0.3311522502393871,69,0.44726777727361106,66.0,0.47536732929991354,78.0,0.45571395185791086,33.0,0.5025890953396284,48.0,0.5400540054005402,70.0,0.4400025143000817,75.0,0.4713720067877569,0.5097400438126047,Music,Rapper,Person
Lebanon,58.0,0.2927223175532452,248,0.8478052782715711,83.0,0.367175403671754,88.0,0.5649717514124294,42.0,0.31171144426302505,137,0.5151731658707179,58.0,0.3569670113244707,45,0.2824326868762945,30.0,0.3117530915514912,29.0,0.2676017347974532,159,0.5216706584861708,18.0,0.3083247687564234,121,0.48276412384296186,72,0.4667142023724637,44.0,0.316911552866609,77.0,0.4498714652956298,26.0,0.39597928723728293,29.0,0.32628262826282634,70.0,0.4400025143000817,54.0,0.33938784488718493,0.4970471986714234,Music,Rapper,Person
Guinea,59.0,0.29776925406278393,74,0.25297415561329145,105.0,0.46449900464498994,24.0,0.15408320493066258,71.0,0.52694077482559,63,0.23690444853908924,103.0,0.6339241752831117,96,0.602523065336095,73.0,0.7585991894419619,93.0,0.8581710805573499,137,0.44948981265789556,30.0,0.5138746145940389,66,0.2633258857325247,54,0.3500356517793478,30.0,0.21607605877268796,66.0,0.3856041131105398,43.0,0.6548888212001219,40.0,0.45004500450045015,91.0,0.5720032685901062,76.0,0.47765696687826026,0.4871928786945344,Music,Rapper,Person
United Arab Emirates,56.0,0.28262844453416774,80,0.2734855736359907,95.0,0.4202610042026099,41.0,0.26322547508988187,49.0,0.36366335164019586,95,0.3572368668446584,85.0,0.5231413096996553,92,0.5774179376137577,57.0,0.5923308739478333,63.0,0.5813416997323984,146,0.47901834049673536,18.0,0.3083247687564234,124,0.4947334822853494,43,0.27873209308355473,45.0,0.3241140881590319,89.0,0.5199813040430007,24.0,0.36551934206518427,35.0,0.39378937893789384,82.0,0.5154315167515242,84.0,0.5279366476022878,0.4469041442296141,Music,Rapper,Person
Costa Rica,79.0,0.39870798425355813,96,0.32818268836318887,70.0,0.3096660030966599,71.0,0.45582948125321004,43.0,0.3191331453169066,144,0.5414958823750611,46.0,0.28311176760216644,83,0.5209314002384988,30.0,0.3117530915514912,25.0,0.23069115068745966,136,0.4462088651202467,45.0,0.7708119218910585,82,0.3271624640919246,65,0.4213392104751408,61.0,0.4393546528377988,70.0,0.4089740593596635,12.0,0.18275967103259214,22.0,0.24752475247524758,37.0,0.23257275755861456,97.0,0.6096411287788323,0.42657199890618014,Music,Rapper,Person
Israel,37.0,0.18673665085293228,94,0.3213455490222891,63.0,0.278699402786994,48.0,0.30816640986132515,51.0,0.378506753747959,82,0.3083518219080209,59.0,0.3631216149679961,60,0.37657691583505937,35.0,0.36371194014340646,53.0,0.4890652394574145,115,0.3773089668296204,23.0,0.39397053785542996,196,0.781998084902649,74,0.47967848577169886,52.0,0.3745318352059925,53.0,0.30965178780088803,16.0,0.24367956137678953,37.0,0.41629162916291634,58.0,0.36457351184863906,39.0,0.24511344352963357,0.42075251805611025,Music,Rapper,Person
Nicaragua,92.0,0.4643181588775613,116,0.3965540817721865,65.0,0.28754700287546997,105.0,0.6741140215716487,44.0,0.3265548463707882,151,0.5678185988794043,44.0,0.27080256031511574,83,0.5209314002384988,22.0,0.22861893380442694,25.0,0.23069115068745966,94,0.3084090685389941,40.0,0.685166152792052,60,0.23938716884774974,53,0.3435535100797302,63.0,0.4537597234226447,40.0,0.23369946249123624,11.0,0.1675296984465428,20.0,0.22502250225022508,41.0,0.2577157583757621,69.0,0.43366224624473637,0.41840422537706856,Music,Rapper,Person
Belgium,47.0,0.23720601594831933,97,0.33160125803363877,107.0,0.4733466047334659,33.0,0.211864406779661,38.0,0.2820246400474989,114,0.4286842402135902,72.0,0.4431314623338257,67,0.4205108893491496,34.0,0.3533201704250234,33.0,0.3045123189074468,126,0.413399389743758,21.0,0.3597122302158273,140,0.5585700606447493,54,0.3500356517793478,47.0,0.33851915874387783,60.0,0.3505491937368544,21.0,0.31982942430703626,32.0,0.3600360036003601,56.0,0.3520020114400653,55.0,0.34567280497768843,0.39340597803976696,Music,Rapper,Person
Gambia,85.0,0.42898960331079034,58,0.19827704088609324,70.0,0.3096660030966599,18.0,0.1155624036979969,60.0,0.4453020632328929,36,0.13537397059376527,74.0,0.4554406696208765,56,0.351471788112722,28.0,0.29096955211472514,50.0,0.4613823013749193,96,0.3149709636142918,18.0,0.3083247687564234,49,0.19549952122566225,42,0.27224995138393715,22.0,0.1584557764333045,62.0,0.36223416686141624,40.0,0.6091989034419738,26.0,0.2925292529252926,111.0,0.6977182726758439,83.0,0.5216516875117843,0.3905691147598244,Music,Rapper,Person
Bangladesh,134.0,0.6762894922781872,115,0.39313551210173664,72.0,0.31851360318513594,43.0,0.27606574216743707,25.0,0.18554252634703874,79,0.29707065769187385,57.0,0.35081240768094535,69,0.4330634532103182,35.0,0.36371194014340646,15.0,0.1384146904124758,129,0.4232422323567046,29.0,0.49674546077423776,84,0.3351420363868496,36,0.23335710118623185,39.0,0.28089887640449435,45.0,0.2629118953026408,15.0,0.22844958879074018,29.0,0.32628262826282634,33.0,0.2074297567414671,79.0,0.49651184714977065,0.3878910959889997,Music,Rapper,Person
Albania,42.0,0.2119713334006258,145,0.49569260221523326,103.0,0.455651404556514,44.0,0.2824858757062147,40.0,0.29686804215526197,79,0.29707065769187385,77.0,0.47390448055145246,52,0.3263666603903847,36.0,0.3741037098617895,28.0,0.2583740887699549,105,0.34449949145313163,22.0,0.37684138403562856,116,0.46281519310564945,46,0.2981785181824073,45.0,0.3241140881590319,50.0,0.2921243281140453,34.0,0.5178190679256778,34.0,0.38253825382538265,55.0,0.3457162612357784,56.0,0.3519577650681918,0.3805129688700025,Music,Rapper,Person
Botswana,54.0,0.27253457151509036,69,0.23588130726104203,75.0,0.33178500331785,20.0,0.12840267077555212,46.0,0.34139824847855127,42,0.1579362990260595,64.0,0.3938946331856229,67,0.4205108893491496,43.0,0.4468460978904708,72.0,0.6643905139798838,134,0.4396469700449489,21.0,0.3597122302158273,83,0.3311522502393871,72,0.4667142023724637,30.0,0.21607605877268796,72.0,0.4206590324842253,21.0,0.31982942430703626,36.0,0.40504050405040515,52.0,0.32685901062291783,55.0,0.34567280497768843,0.37486544874832717,Music,Rapper,Person
Switzerland,50.0,0.2523468254769355,97,0.33160125803363877,77.0,0.340632603406326,44.0,0.2824858757062147,26.0,0.19296422740092029,96,0.3609972549167075,55.0,0.3385032003938947,60,0.37657691583505937,21.0,0.21822716408604384,23.0,0.21223585863246291,117,0.3838708619049181,19.0,0.3254539225762248,128,0.5106926268751995,50,0.32410708498087754,49.0,0.3529242293287237,41.0,0.23954194905351717,17.0,0.2589095339628389,41.0,0.46129612961296146,57.0,0.3582877616443522,25.0,0.15712400226258566,0.34880163194694114,Music,Rapper,Person
Cape Verde,65.0,0.32805087312001613,114,0.3897169424312868,98.0,0.43353240433532403,44.0,0.2824858757062147,52.0,0.38592845480184057,79,0.29707065769187385,74.0,0.4554406696208765,46,0.28870896880687885,17.0,0.1766600852125117,38.0,0.3506505490449387,79,0.25919485547426097,11.0,0.18842069201781428,50,0.19948930737312473,48,0.3111428015816424,36.0,0.2592912705272255,60.0,0.3505491937368544,31.0,0.47212915016752965,21.0,0.23627362736273633,62.0,0.3897165126657866,39.0,0.24511344352963357,0.3370864611821549,Music,Rapper,Person
Mali,49.0,0.2472998889673968,44,0.15041706549979492,66.0,0.29197080291970795,15.0,0.0963020030816641,41.0,0.30428974320914354,57,0.2143421201067951,65.0,0.40004923682914817,66,0.4142346074185652,53.0,0.5507637950743012,52.0,0.4798375934299162,92,0.30184717346369627,12.0,0.20554984583761562,59,0.2353973827002872,39,0.2528035262850845,23.0,0.16565831172572745,31.0,0.18111708343070812,31.0,0.47212915016752965,38.0,0.42754275427542754,67.0,0.42114526368722105,72.0,0.45251712651624665,0.3361300775122001,Music,Rapper,Person
Austria,42.0,0.2119713334006258,63,0.21536988923834272,73.0,0.322937403229374,61.0,0.391628145865434,20.0,0.14843402107763098,125,0.4700485090061295,53.0,0.3261939931068439,53,0.3326429423209691,22.0,0.22861893380442694,26.0,0.2399187967149581,84,0.2755995931625053,19.0,0.3254539225762248,113,0.45084583466326195,48,0.3111428015816424,37.0,0.2664938058196485,32.0,0.18695956999298902,11.0,0.1675296984465428,20.0,0.22502250225022508,31.0,0.1948582563328933,39.0,0.24511344352963357,0.3198005775885983,Music,Rapper,Person
Belize,56.0,0.28262844453416774,120,0.4102283604539861,83.0,0.367175403671754,27.0,0.1733436055469954,46.0,0.34139824847855127,57,0.2143421201067951,55.0,0.3385032003938947,30,0.18828845791752968,27.0,0.2805777823963421,28.0,0.2583740887699549,89,0.29200433085074967,12.0,0.20554984583761562,56,0.22342802425789976,44,0.28521423478317226,33.0,0.23768366464995677,51.0,0.29796681467632624,19.0,0.28936947913493755,42.0,0.47254725472547265,51.0,0.320573260418631,28.0,0.1759788825340959,0.3043884216031622,Music,Rapper,Person
Hungary,31.0,0.1564550317957,67,0.22904416792014223,61.0,0.269851802698518,54.0,0.3466872110939908,24.0,0.17812082529315715,112,0.42116346406949207,45.0,0.2769571639586411,40,0.2510512772233729,21.0,0.21822716408604384,10.0,0.09227646027498386,68,0.22310443256012336,13.0,0.22267899965741694,106,0.4229173316310246,37,0.23983924288584943,58.0,0.41774704696053006,38.0,0.22201448936667445,11.0,0.1675296984465428,18.0,0.20252025202520257,34.0,0.21371550694575395,34.0,0.21368864307711646,0.29397849216274163,Music,Rapper,Person
Denmark,21.0,0.1059856667003129,108,0.3692055244085875,75.0,0.33178500331785,30.0,0.1926040061633282,17.0,0.12616891791598633,77,0.2895498815477758,32.0,0.19694731659281145,29,0.18201217598694536,22.0,0.22861893380442694,12.0,0.11073175232998063,80,0.26247580301190987,8.0,0.1370332305584104,103,0.410947973188637,49,0.31762494328126,42.0,0.3025064822817632,46.0,0.26875438186492173,5.0,0.07614986293024673,18.0,0.20252025202520257,29.0,0.18228675592431953,25.0,0.15712400226258566,0.2819266492225826,Music,Rapper,Person
Iraq,69.0,0.348238619158171,81,0.27690414330644064,68.0,0.30081840300818397,29.0,0.1861838726245506,23.0,0.17069912423927563,51,0.19177979167450082,39.0,0.24002954209748892,27,0.16945961212577668,21.0,0.21822716408604384,16.0,0.14764233643997418,99,0.32481380622723843,10.0,0.171291538198013,87,0.34711139482923703,36,0.23335710118623185,32.0,0.23048112935753384,47.0,0.27459686842720266,12.0,0.18275967103259214,27.0,0.3037803780378039,47.0,0.2954302596014834,35.0,0.21997360316761988,0.2705970858525046,Music,Rapper,Person
Iran,62.0,0.3129100635914,92,0.3145084096813893,60.0,0.26542800265427996,26.0,0.16692347200821778,26.0,0.19296422740092029,50,0.18801940360245178,43.0,0.26464795667159036,38,0.2384987133622042,20.0,0.2078353943676608,19.0,0.17532527452246935,74,0.24279011778601658,14.0,0.2398081534772182,95,0.379029684008937,37,0.23983924288584943,26.0,0.18726591760299624,46.0,0.26875438186492173,17.0,0.2589095339628389,13.0,0.1462646264626463,38.0,0.23885850776290146,46.0,0.2891081641631576,0.2649232788944277,Music,Rapper,Person
Romania,32.0,0.16150196830523872,44,0.15041706549979492,73.0,0.322937403229374,41.0,0.26322547508988187,20.0,0.14843402107763098,94,0.3534764787726094,42.0,0.258493353028065,50,0.3138140965292161,29.0,0.3013613218331082,11.0,0.10150410630248224,70,0.22966632763542108,17.0,0.29119561493662216,81,0.32317267794446214,37,0.23983924288584943,29.0,0.20887352348026503,25.0,0.14606216405702266,10.0,0.15229972586049345,16.0,0.18001800180018004,36.0,0.22628700735432772,43.0,0.27025328389164727,0.2608867621187882,Music,Rapper,Person
Benin,48.0,0.24225295245785808,49,0.1675099138520443,52.0,0.23003760230037598,16.0,0.1027221366204417,38.0,0.2820246400474989,43,0.16169668709810853,49.0,0.30157557853274247,49,0.3075378145986318,38.0,0.3948872492985556,54.0,0.49829288548491285,77,0.2526329603989632,11.0,0.18842069201781428,52,0.2074688796680497,35,0.2268749594866143,16.0,0.11524056467876692,41.0,0.23954194905351717,19.0,0.28936947913493755,20.0,0.22502250225022508,39.0,0.24514425796718833,39.0,0.24511344352963357,0.25975742517573297,Music,Rapper,Person
Grenada,82.0,0.4138487937821742,76,0.2598112949541912,52.0,0.23003760230037598,21.0,0.13482280431432975,36.0,0.26718123793973575,39,0.1466551348099124,45.0,0.2769571639586411,29,0.18201217598694536,17.0,0.1766600852125117,32.0,0.29528467287994836,64,0.20998064240952785,6.0,0.10277492291880781,32,0.12767315671879986,30,0.19446425098852654,16.0,0.11524056467876692,35.0,0.20448702967983176,19.0,0.28936947913493755,19.0,0.21377137713771377,63.0,0.3960022628700735,42.0,0.2639683238011439,0.2550683280827856,Music,Rapper,Person
Armenia,19.0,0.0958917936812355,93,0.31792697935183917,47.0,0.20791860207918603,41.0,0.26322547508988187,20.0,0.14843402107763098,65,0.2444252246831873,23.0,0.14155588380108322,19,0.1192493566811021,16.0,0.16626831549412865,17.0,0.15686998246747258,64,0.20998064240952785,11.0,0.18842069201781428,96,0.38301947015639953,38,0.24632138458546693,32.0,0.23048112935753384,25.0,0.14606216405702266,3.0,0.045689917758148034,11.0,0.12376237623762379,20.0,0.1257150040857376,21.0,0.13198416190057194,0.23658053143362665,Music,Rapper,Person
Finland,28.0,0.14131422226708387,79,0.27006700396554084,40.0,0.17695200176951997,34.0,0.2182845403184386,25.0,0.18554252634703874,54,0.20306095589064793,39.0,0.24002954209748892,20,0.12552563861168645,13.0,0.1350930063389795,9.0,0.08304881424748548,49,0.16076642934479476,6.0,0.10277492291880781,86,0.3431216086817746,39,0.2528035262850845,47.0,0.33851915874387783,37.0,0.21617200280439355,16.0,0.24367956137678953,19.0,0.21377137713771377,23.0,0.14457225469859827,18.0,0.11312928162906166,0.22740645692617364,Music,Rapper,Person
Cambodia,67.0,0.3381447461390936,82,0.2803227129768905,22.0,0.09732360097323599,41.0,0.26322547508988187,22.0,0.1632774231853941,57,0.2143421201067951,21.0,0.1292466765140325,34,0.21339358563986693,13.0,0.1350930063389795,18.0,0.16609762849497095,56,0.1837330621083369,4.0,0.0685166152792052,43,0.1715608043408873,18,0.11667855059311592,27.0,0.19446845289541917,36.0,0.21032951624211266,18.0,0.27413950654888825,11.0,0.12376237623762379,23.0,0.14457225469859827,43.0,0.27025328389164727,0.2183011652391246,Music,Rapper,Person
Afghanistan,40.0,0.20187746038154838,67,0.22904416792014223,46.0,0.203494802034948,16.0,0.1027221366204417,27.0,0.20038592845480183,43,0.16169668709810853,31.0,0.1907927129492861,26,0.16318333019519235,17.0,0.1766600852125117,20.0,0.18455292054996772,75,0.2460710653236655,15.0,0.25693730729701947,81,0.32317267794446214,28,0.18149996758929143,17.0,0.12244309997118984,30.0,0.1752745968684272,8.0,0.12183978068839477,28.0,0.3150315031503151,30.0,0.18857250612860646,30.0,0.18854880271510274,0.21578926907315776,Music,Rapper,Person
Togo,32.0,0.16150196830523872,49,0.1675099138520443,37.0,0.16368060163680598,13.0,0.08346173600410889,29.0,0.21522933056256494,29,0.10905125408942205,51.0,0.31388478581979323,32,0.20084102177869828,26.0,0.270186012677959,31.0,0.28605702685245,52,0.1706092719577414,13.0,0.22267899965741694,40,0.15959144589849983,26,0.16853568419005632,18.0,0.12964563526361275,42.0,0.2453844356157981,16.0,0.24367956137678953,22.0,0.24752475247524758,37.0,0.23257275755861456,37.0,0.23254352334862674,0.2056560030169499,Music,Rapper,Person
Antigua & Barbuda,42.0,0.2119713334006258,69,0.23588130726104203,53.0,0.23446140234461396,15.0,0.0963020030816641,26.0,0.19296422740092029,33,0.12409280637761817,47.0,0.28926637124569177,24,0.15063076633402375,9.0,0.09352592746544737,33.0,0.3045123189074468,51,0.16732832442009252,7.0,0.1199040767386091,19,0.07580593680178742,27,0.1750178258896739,12.0,0.08643042350907519,35.0,0.20448702967983176,22.0,0.3350593968930856,18.0,0.20252025202520257,29.0,0.18228675592431953,32.0,0.2011187228961096,0.20354044018780654,Music,Rapper,Person
Dominica,41.0,0.2069243968910871,72,0.24613701627239165,56.0,0.24773280247732798,14.0,0.08988186954288649,34.0,0.25233783583197267,25,0.09400970180122589,35.0,0.2154111275233875,18,0.1129730747505178,11.0,0.11430946690221347,21.0,0.19378056657746615,43,0.14108074411890154,6.0,0.10277492291880781,25,0.09974465368656237,12,0.0777857003954106,14.0,0.10083549409392106,26.0,0.15190465061930358,11.0,0.1675296984465428,27.0,0.3037803780378039,41.0,0.2577157583757621,21.0,0.13198416190057194,0.19171948076107892,Music,Rapper,Person
Croatia,13.0,0.06561017462400325,54,0.18460276220429375,43.0,0.190223401902234,28.0,0.17976373908577298,17.0,0.12616891791598633,46,0.17297785131425564,31.0,0.1907927129492861,24,0.15063076633402375,13.0,0.1350930063389795,9.0,0.08304881424748548,51,0.16732832442009252,10.0,0.171291538198013,62,0.2473667411426747,24,0.1555714007908212,25.0,0.18006338231057328,33.0,0.1928020565552699,16.0,0.24367956137678953,13.0,0.1462646264626463,26.0,0.16342950531145892,17.0,0.10684432153855823,0.1769669977046176,Music,Rapper,Person
Bulgaria,16.0,0.08075098415261936,32,0.1093942294543963,35.0,0.15483300154832996,24.0,0.15408320493066258,20.0,0.14843402107763098,53,0.1993005678185989,23.0,0.14155588380108322,26,0.16318333019519235,20.0,0.2078353943676608,5.0,0.04613823013749193,46,0.15092358673184814,11.0,0.18842069201781428,62,0.2473667411426747,14,0.09074998379464572,17.0,0.12244309997118984,17.0,0.09932227155877542,4.0,0.06091989034419738,16.0,0.18001800180018004,27.0,0.16971525551574576,28.0,0.1759788825340959,0.16401894026187447,Music,Rapper,Person
Libya,21.0,0.1059856667003129,33,0.11281279912484618,40.0,0.17695200176951997,13.0,0.08346173600410889,24.0,0.17812082529315715,32,0.12033241830556915,25.0,0.15386509108813395,36,0.2259461495010356,19.0,0.1974436246492778,19.0,0.17532527452246935,66,0.21654253748482558,7.0,0.1199040767386091,44,0.17555059048834978,18,0.11667855059311592,17.0,0.12244309997118984,28.0,0.16358962374386538,6.0,0.09137983551629607,13.0,0.1462646264626463,22.0,0.1382865044943114,28.0,0.1759788825340959,0.16308706062933645,Music,Rapper,Person
Uruguay,21.0,0.1059856667003129,48,0.16409134418159443,17.0,0.07520460075204599,30.0,0.1926040061633282,11.0,0.08163871159269705,52,0.19554017974654989,14.0,0.086164451009355,34,0.21339358563986693,15.0,0.1558765457757456,6.0,0.055365876164990314,41,0.13451884904360378,8.0,0.1370332305584104,35,0.13964251516118734,16,0.10371426719388083,27.0,0.19446845289541917,17.0,0.09932227155877542,3.0,0.045689917758148034,12.0,0.13501350135013504,12.0,0.07542900245144257,20.0,0.12569920181006852,0.14722271162580755,Music,Rapper,Person
American Samoa,31.0,0.1564550317957,53,0.18118419253384385,26.0,0.11501880115018799,20.0,0.12840267077555212,16.0,0.11874721686210479,29,0.10905125408942205,15.0,0.09231905465288036,25,0.15690704826460805,13.0,0.1350930063389795,11.0,0.10150410630248224,36,0.11811411135535942,10.0,0.171291538198013,28,0.11171401212894988,18,0.11667855059311592,14.0,0.10083549409392106,28.0,0.16358962374386538,13.0,0.19798964361864146,13.0,0.1462646264626463,24.0,0.15085800490288515,19.0,0.11941424171956506,0.1375662280463944,Music,Rapper,Person
Bolivia,27.0,0.13626728575754518,34,0.11623136879529608,24.0,0.10617120106171199,37.0,0.2375449409347714,12.0,0.08906041264657857,49,0.18425901553040275,15.0,0.09231905465288036,13,0.08159166509759617,8.0,0.08313415774706433,9.0,0.08304881424748548,31,0.10170937366711506,6.0,0.10277492291880781,31,0.12368337057133735,20,0.12964283399235102,23.0,0.16565831172572745,13.0,0.07595232530965179,6.0,0.09137983551629607,10.0,0.11251125112511254,15.0,0.09428625306430323,25.0,0.15712400226258566,0.134641543450792,Music,Rapper,Person
Czechia,16.0,0.08075098415261936,34,0.11623136879529608,17.0,0.07520460075204599,12.0,0.07704160246533129,13.0,0.09648211370046014,45,0.16921746324220663,15.0,0.09231905465288036,17,0.10669679281993347,11.0,0.11430946690221347,4.0,0.036910584109993545,34,0.11155221628006168,6.0,0.10277492291880781,40,0.15959144589849983,19,0.12316069229273346,25.0,0.18006338231057328,19.0,0.11100724468333723,3.0,0.045689917758148034,11.0,0.12376237623762379,14.0,0.08800050286001633,14.0,0.08798944126704795,0.12093702986152907,Music,Rapper,Person
Cyprus,5.0,0.025234682547693548,39,0.13332421714754547,25.0,0.11059500110594997,14.0,0.08988186954288649,17.0,0.12616891791598633,28,0.10529086601737302,17.0,0.10462826193993106,16,0.10042051088934914,18.0,0.18705185493089474,10.0,0.09227646027498386,38,0.12467600643065718,9.0,0.1541623843782117,36,0.14363230130864982,12,0.0777857003954106,11.0,0.07922788821665225,14.0,0.08179481187193269,7.0,0.10660980810234541,9.0,0.10126012601260129,15.0,0.09428625306430323,17.0,0.10684432153855823,0.11555012240806657,Music,Rapper,Person
Lithuania,16.0,0.08075098415261936,21,0.07178996307944757,28.0,0.12386640123866399,19.0,0.12198253723677453,7.0,0.05195190737717084,31,0.1165720302335201,18.0,0.11078286558345643,14,0.0878679470281805,10.0,0.1039176971838304,2.0,0.018455292054996773,24,0.07874274090357294,2.0,0.0342583076396026,45,0.1795403766358123,19,0.12316069229273346,20.0,0.14405070584845867,16.0,0.09347978499649451,3.0,0.045689917758148034,8.0,0.09000900090009002,12.0,0.07542900245144257,10.0,0.06284960090503426,0.11079522483695484,Music,Rapper,Person
Monaco,22.0,0.11103260320985162,18,0.06153425406809791,9.0,0.03981420039814199,7.0,0.044940934771443244,4.0,0.029686804215526198,24,0.09024931372917687,9.0,0.055391432791728215,13,0.08159166509759617,4.0,0.041567078873532164,5.0,0.04613823013749193,21,0.06889989829062633,5.0,0.0856457690990065,30,0.11969358442387487,10,0.06482141699617551,13.0,0.09363295880149812,3.0,0.01752745968684272,4.0,0.06091989034419738,4.0,0.04500450045004501,6.0,0.037714501225721286,12.0,0.0754195210860411,0.07804094629634124,Music,Rapper,Person
Bahrain,12.0,0.06056323811446452,16,0.05469711472719815,9.0,0.03981420039814199,5.0,0.03210066769388803,4.0,0.029686804215526198,16,0.060166209152784575,9.0,0.055391432791728215,14,0.0878679470281805,4.0,0.041567078873532164,5.0,0.04613823013749193,22,0.0721808458282752,1.0,0.0171291538198013,24,0.09575486753909988,11,0.07130355869579307,8.0,0.05762028233938346,17.0,0.09932227155877542,1.0,0.015229972586049346,5.0,0.05625562556255627,12.0,0.07542900245144257,12.0,0.0754195210860411,0.06894434301819638,Music,Rapper,Person
Bermuda,16.0,0.08075098415261936,27,0.09230138110214688,13.0,0.057509400575093995,5.0,0.03210066769388803,4.0,0.029686804215526198,7,0.026322716504343254,12.0,0.07385524372230429,4,0.025105127722337285,2.0,0.020783539436766082,2.0,0.018455292054996773,18,0.05905705567767971,2.0,0.0342583076396026,10,0.03989786147462496,3,0.01944642509885265,2.0,0.014405070584845865,6.0,0.03505491937368544,3.0,0.045689917758148034,4.0,0.04500450045004501,12.0,0.07542900245144257,6.0,0.03770976054302055,0.0590945659858271,Music,Rapper,Person
Aruba,10.0,0.050469365095387096,12,0.04102283604539861,14.0,0.061933200619331996,7.0,0.044940934771443244,5.0,0.037108505269407746,10,0.03760388072049037,12.0,0.07385524372230429,9,0.0564865373752589,6.0,0.06235061831029824,9.0,0.08304881424748548,18,0.05905705567767971,1.0,0.0171291538198013,10,0.03989786147462496,6,0.0388928501977053,7.0,0.05041774704696053,11.0,0.06426735218508998,4.0,0.06091989034419738,3.0,0.03375337533753376,8.0,0.05028600163429505,5.0,0.03142480045251713,0.05349157991794645,Music,Rapper,Person
Anguilla,4.0,0.02018774603815484,7,0.023929987693149187,6.0,0.026542800265427997,3.0,0.019260400616332822,6.0,0.04453020632328929,6,0.022562328432294217,3.0,0.01846381093057607,2,0.012552563861168643,4.0,0.041567078873532164,9.0,0.08304881424748548,7,0.022966632763542112,5.0,0.0856457690990065,7,0.02792850303223747,4,0.025928566798470207,3.0,0.021607605877268798,2.0,0.011684973124561814,4.0,0.06091989034419738,4.0,0.04500450045004501,9.0,0.05657175183858193,4.0,0.0251398403620137,0.039109725581089466,Music,Rapper,Person
Equatorial Guinea,1.0,0.00504693650953871,7,0.023929987693149187,6.0,0.026542800265427997,2.0,0.012840267077555213,7.0,0.05195190737717084,8,0.030083104576392287,4.0,0.02461841457410143,6,0.03765769158350594,4.0,0.041567078873532164,3.0,0.027682938082495157,7,0.022966632763542112,,,6,0.02393871688477497,6,0.0388928501977053,3.0,0.021607605877268798,2.0,0.011684973124561814,3.0,0.045689917758148034,3.0,0.03375337533753376,8.0,0.05028600163429505,6.0,0.03770976054302055,0.0329172213395629,Music,Rapper,Person
